t,x_odom,y_odom,yaw_odom,x_gt,y_gt,yaw_gt
34.138,0.5579706337667915,0.47127205441041564,1.2695467895624564,0.7780699550599451,0.20291164951307966,1.1029347088828059
34.172,0.5609873228905209,0.48101357624800956,1.2714266786566404,0.7900396856333608,0.21028426433547698,1.105525422730222
34.205,0.5638982197427321,0.4904752673913245,1.2732433372898775,0.8018839994963343,0.21774665141435823,1.107721028132842
34.238,0.5667924149324058,0.4999437827836412,1.2750564546951366,0.8077498944301098,0.22151469850811376,1.1088187154184483
34.272,0.5697594421028698,0.5097061178325237,1.2764248385174168,0.8193637812380588,0.2291295156710083,1.110706024529446
34.305,0.5726269772173264,0.5191869124257162,1.2777490118939359,0.8308204969585913,0.23684360691376966,1.1123066084297222
34.337,0.5754819977316457,0.5286717386947255,1.279079777799388,0.8364936945915367,0.2407340092760893,1.1131115338131083
34.372,0.5784109685714997,0.5384440886453414,1.2801143629088327,0.8477489579081208,0.24857280804662732,1.1145007248935594
34.411,0.5812437404924302,0.5479305991962288,1.281113854526666,0.8589156601692987,0.25647446787365896,1.1156581621592039
34.438,0.5840668461849264,0.5574192474676348,1.2821120949744658,0.8644717186003432,0.26042687817157906,1.1162506582822387
34.47,0.5869667022749633,0.5671973536874308,1.2828713985308509,0.8755172205639946,0.26830448615556035,1.1169428956438996
34.505,0.5897739720166593,0.5766891710070635,1.2836021688641086,0.8864909258186412,0.2762878720168954,1.1178489175465058
34.536,0.5925746279561076,0.5861840302509181,1.284325730048492,0.891930603668815,0.280306545092138,1.1182879373774681
34.572,0.5954533282113514,0.595969867817099,1.2850718885371024,0.9026972393634995,0.288407710021818,1.119156831652855
34.6,0.598206337227121,0.6053508249388808,1.2856132157450184,0.9132599644788616,0.2965125612039053,1.1198861007149357
34.638,0.6009544090238318,0.6147336454084301,1.2861495598188444,0.918467461944344,0.3005747674454238,1.1202087447278208
34.672,0.6037243804110272,0.6242075915407883,1.2865446614730003,0.928719471055601,0.3086654524936297,1.120783138455408
34.705,0.6064092381745612,0.6334037424157505,1.2869294228810604,0.9387780668230435,0.31670873961364193,1.121246071597537
34.738,0.6090903805924589,0.6426003353481031,1.2873150930690882,0.9437657664930421,0.32075295954595107,1.121475600848342
34.771,0.6117939103351443,0.6518854354098883,1.2876078467924585,0.953670774507791,0.32884104650867807,1.121737841611088
34.805,0.6144151022870058,0.6608974402315534,1.2878939000481222,0.9634416325478464,0.336782749766438,1.121749657195509
34.838,0.6170335295413933,0.6699095190065258,1.2881750138319594,0.9682916286544037,0.340755715936577,1.1218982482008413
34.872,0.6197286465848042,0.6791953529169974,1.2884607498481089,0.9779073810008453,0.3487400713039404,1.122231196531411
34.905,0.622289821031872,0.6880278172810076,1.2886667201349018,0.9873266148621973,0.35667028404808104,1.1225090602403704
34.937,0.6248492678918468,0.6968611529077287,1.2888740580860483,0.991958481333769,0.360626133761371,1.1226320408595358
34.972,0.62743143167242,0.7057788827428916,1.2890264639663924,1.0010510555026937,0.36850621902567676,1.122848807130492
35.006,0.6299365398020441,0.7144353578095624,1.2891747547833807,1.0099241242706405,0.37636246289115605,1.1230274461767822
35.037,0.6324405010152124,0.7230926965853366,1.2893242571506436,1.0143004469874468,0.380320824651307,1.123117301231592
35.072,0.6350188883588366,0.7320124430904776,1.2894787684675841,1.0229464691216956,0.388290763402748,1.1232972776847128
35.102,0.637469753038981,0.740495256548567,1.2895894913796755,1.031426983844544,0.39620502277201086,1.1234280813480122
35.138,0.6399195650325461,0.7489779433179131,1.289700123936292,1.035621023935643,0.4001444930862713,1.123445680984944
35.172,0.6423915747139475,0.757540558452313,1.2897801910852196,1.043936373446629,0.4079711445772885,1.1231592657903287
35.205,0.6447899120825885,0.7658504310478129,1.2898573043250294,1.0521021621947466,0.4156572194948528,1.1231572335688065
35.238,0.647187511691486,0.774160081778025,1.2899296332644405,1.0561498582246827,0.4195227372712831,1.1231983426495908
35.272,0.6496076002300797,0.7825497066739576,1.289986170102125,1.0641087602514643,0.4272135264512897,1.1232638545286513
35.305,0.651956146266062,0.790693030677251,1.2900419951308895,1.0718724605008207,0.4348818120772539,1.1233331432428253
35.338,0.6543043829938243,0.7988369884235089,1.290097875833679,1.0756922538300757,0.43874592791868633,1.123366839984177
35.372,0.6566749102153072,0.8070597900886278,1.2901416210426635,1.0831623337314167,0.4464482933721588,1.1234243327062854
35.405,0.6589755149311971,0.8150413507996145,1.2901848803718732,1.0904181206174846,0.4541351945561931,1.1234760382389528
35.438,0.6612758846353043,0.8230234083365519,1.2902290732279635,1.09398634160688,0.4580080718196664,1.1235023562786943
35.472,0.6635978185879398,0.8310814915379938,1.2902637473708543,1.1009801546356939,0.4657232987405122,1.1235410663953636
